1.020185,1.023546,1.027161,1.030878,1.034837,1.038882,1.043152,1.047489,1.052028,1.056617,1.061392,1.066195,1.071158,1.076128,1.081240,1.086330,1.091545,1.096719,1.101994,1.107203,1.112490,1.117690,1.122948,1.128100,1.133284,1.138334,1.143397,1.148317,1.153221,1.157958,1.162663,1.167186,1.171662,1.175926,1.180131,1.184122,1.188030,1.191713,1.195310,1.198671,1.201934,1.204951,1.207868,1.210526,1.213076,1.215378,1.217573,1.219511,1.221339,1.222920,1.224387,1.225600,1.226717,1.227582,1.228340,1.228865,1.229282,1.229463,1.229556,1.229408,1.229179,1.228715,1.228168,1.227397,1.226540,1.225460,1.224305,1.222930,1.221487,1.219825,1.218101,1.216165,1.214166,1.211965,1.209696,1.207235,1.204712,1.201997,1.199229,1.196273,1.193272,1.190072,1.186842,1.183428,1.179980,1.176355,1.172700,1.168877,1.165026,1.161011,1.156983,1.152804,1.148615,1.144279,1.139947,1.135478,1.131016,1.126433,1.121870,1.117199,1.112556,1.107817,1.103126,1.098352,1.093646,1.088873,1.084172,1.079419,1.074777,1.070093,1.065537,1.060962,1.056533,1.052115,1.047858,1.043631,1.039583,1.035585,1.031794,1.028073,1.024579,1.021177,1.018018,1.014970,1.012182,1.009524,1.007145,1.004906,1.002962,1.001170,0.999682,0.998360,0.997351,0.996512,0.995998,0.995655,0.995637,0.995794,0.996284,0.996937,0.997917,0.999066,1.000533,1.002167,1.004111,1.006210,1.008608,1.011152,1.013981,1.016950
0.945023,0.948407,0.951980,0.955732,0.959644,0.963727,0.967947,0.972312,0.976812,0.981433,0.986160,0.990989,0.995907,1.000903,1.005965,1.011093,1.016262,1.021462,1.026679,1.031923,1.037152,1.042395,1.047601,1.052783,1.057914,1.062999,1.068018,1.072971,1.077830,1.082595,1.087261,1.091809,1.096239,1.100556,1.104716,1.108721,1.112596,1.116317,1.119877,1.123266,1.126499,1.129544,1.132416,1.135123,1.137642,1.139970,1.142117,1.144095,1.145888,1.147497,1.148934,1.150190,1.151253,1.152160,1.152884,1.153434,1.153826,1.154035,1.154083,1.153973,1.153710,1.153289,1.152703,1.151959,1.151067,1.150024,1.148834,1.147489,1.146008,1.144380,1.142618,1.140723,1.138693,1.136522,1.134212,1.131769,1.129221,1.126551,1.123745,1.120824,1.117772,1.114625,1.111354,1.107978,1.104490,1.100911,1.097219,1.093428,1.089537,1.085559,1.081504,1.077354,1.073133,1.068841,1.064466,1.060040,1.055544,1.051003,1.046406,1.041767,1.037100,1.032390,1.027665,1.022936,1.018205,1.013466,1.008740,1.004036,0.999344,0.994714,0.990126,0.985602,0.981138,0.976762,0.972481,0.968292,0.964218,0.960270,0.956449,0.952778,0.949256,0.945898,0.942712,0.939715,0.936894,0.934287,0.931875,0.929683,0.927701,0.925971,0.924447,0.923169,0.922132,0.921344,0.920793,0.920493,0.920442,0.920648,0.921097,0.921803,0.922746,0.923933,0.925357,0.927039,0.928945,0.931087,0.933441,0.936025,0.938821,0.941816
0.937709,0.941105,0.944683,0.948436,0.952356,0.956434,0.960658,0.965026,0.969527,0.974145,0.978880,0.983705,0.988624,0.993615,0.998676,1.003790,1.008957,1.014152,1.019377,1.024606,1.029844,1.035060,1.040265,1.045437,1.050562,1.055631,1.060649,1.065578,1.070431,1.075187,1.079839,1.084373,1.088790,1.093073,1.097221,1.101229,1.105096,1.108800,1.112343,1.115723,1.118929,1.121966,1.124823,1.127500,1.130014,1.132334,1.134483,1.136437,1.138219,1.139813,1.141238,1.142478,1.143547,1.144423,1.145151,1.145688,1.146066,1.146278,1.146324,1.146206,1.145927,1.145492,1.144903,1.144156,1.143264,1.142212,1.141022,1.139686,1.138204,1.136587,1.134821,1.132918,1.130884,1.128713,1.126418,1.123990,1.121437,1.118756,1.115966,1.113032,1.110001,1.106853,1.103599,1.100220,1.096740,1.093146,1.089461,1.085677,1.081801,1.077839,1.073777,1.069638,1.065430,1.061136,1.056773,1.052342,1.047865,1.043317,1.038736,1.034108,1.029451,1.024758,1.020048,1.015316,1.010584,1.005850,1.001146,0.996446,0.991778,0.987142,0.982560,0.978040,0.973595,0.969226,0.964946,0.960763,0.956700,0.952765,0.948953,0.945286,0.941772,0.938418,0.935231,0.932234,0.929432,0.926814,0.924416,0.922233,0.920280,0.918534,0.917030,0.915762,0.914735,0.913941,0.913403,0.913115,0.913077,0.913284,0.913733,0.914438,0.915389,0.916588,0.918029,0.919697,0.921604,0.923735,0.926113,0.928690,0.931492,0.934505
0.931927,0.935321,0.938902,0.942660,0.946579,0.950657,0.954897,0.959261,0.963757,0.968376,0.973100,0.977920,0.982831,0.987819,0.992873,0.997989,1.003136,1.008326,1.013519,1.018741,1.023963,1.029175,1.034364,1.039514,1.044615,1.049690,1.054679,1.059592,1.064418,1.069148,1.073767,1.078286,1.082668,1.086940,1.091077,1.095063,1.098898,1.102579,1.106096,1.109447,1.112628,1.115644,1.118481,1.121148,1.123634,1.125938,1.128053,1.130002,1.131759,1.133338,1.134736,1.135966,1.137011,1.137897,1.138600,1.139130,1.139494,1.139699,1.139730,1.139614,1.139320,1.138878,1.138280,1.137532,1.136628,1.135580,1.134377,1.133039,1.131550,1.129923,1.128163,1.126265,1.124228,1.122059,1.119767,1.117348,1.114803,1.112131,1.109320,1.106410,1.103382,1.100248,1.096982,1.093618,1.090144,1.086565,1.082885,1.079107,1.075246,1.071291,1.067241,1.063122,1.058910,1.054639,1.050295,1.045884,1.041412,1.036883,1.032303,1.027697,1.023036,1.018355,1.013654,1.008946,1.004230,0.999517,0.994806,0.990124,0.985471,0.980870,0.976305,0.971793,0.967352,0.962992,0.958724,0.954566,0.950517,0.946594,0.942799,0.939147,0.935643,0.932308,0.929146,0.926165,0.923375,0.920788,0.918395,0.916227,0.914268,0.912556,0.911062,0.909805,0.908792,0.908020,0.907485,0.907209,0.907166,0.907384,0.907855,0.908578,0.909537,0.910737,0.912183,0.913870,0.915785,0.917944,0.920313,0.922916,0.925714,0.928724
0.925628,0.929036,0.932612,0.936367,0.940294,0.944370,0.948599,0.952968,0.957464,0.962067,0.966775,0.971582,0.976476,0.981455,0.986494,0.991590,0.996728,1.001894,1.007084,1.012283,1.017479,1.022667,1.027827,1.032953,1.038045,1.043071,1.048039,1.052915,1.057716,1.062413,1.067017,1.071498,1.075869,1.080109,1.084203,1.088157,1.091957,1.095608,1.099102,1.102416,1.105567,1.108553,1.111360,1.113992,1.116439,1.118712,1.120802,1.122720,1.124461,1.126022,1.127405,1.128609,1.129645,1.130493,1.131179,1.131700,1.132045,1.132226,1.132253,1.132104,1.131816,1.131354,1.130747,1.129982,1.129081,1.128035,1.126834,1.125480,1.124000,1.122367,1.120606,1.118708,1.116663,1.114502,1.112216,1.109787,1.107243,1.104577,1.101797,1.098890,1.095876,1.092727,1.089482,1.086133,1.082671,1.079100,1.075441,1.071670,1.067814,1.063864,1.059840,1.055734,1.051539,1.047267,1.042946,1.038541,1.034094,1.029584,1.025039,1.020431,1.015796,1.011139,1.006460,1.001767,0.997067,0.992365,0.987685,0.983025,0.978395,0.973798,0.969260,0.964783,0.960372,0.956038,0.951795,0.947661,0.943634,0.939712,0.935940,0.932308,0.928838,0.925520,0.922397,0.919434,0.916674,0.914096,0.911738,0.909589,0.907667,0.905957,0.904495,0.903257,0.902256,0.901514,0.901004,0.900739,0.900727,0.900963,0.901437,0.902175,0.903155,0.904371,0.905833,0.907527,0.909458,0.911621,0.913995,0.916592,0.919416,0.922421
0.918816,0.922214,0.925805,0.929560,0.933477,0.937556,0.941767,0.946136,0.950612,0.955197,0.959893,0.964692,0.969581,0.974534,0.979561,0.984636,0.989742,0.994887,1.000054,1.005223,1.010391,1.015552,1.020675,1.025774,1.030820,1.035821,1.040738,1.045596,1.050355,1.055025,1.059574,1.064017,1.068340,1.072529,1.076596,1.080507,1.084269,1.087871,1.091322,1.094605,1.097722,1.100651,1.103421,1.106012,1.108430,1.110674,1.112736,1.114613,1.116322,1.117855,1.119209,1.120388,1.121394,1.122223,1.122889,1.123378,1.123720,1.123882,1.123885,1.123732,1.123411,1.122952,1.122327,1.121559,1.120644,1.119575,1.118361,1.117013,1.115524,1.113897,1.112128,1.110230,1.108201,1.106043,1.103744,1.101338,1.098803,1.096137,1.093363,1.090468,1.087455,1.084333,1.081091,1.077752,1.074298,1.070749,1.067092,1.063351,1.059510,1.055585,1.051569,1.047470,1.043295,1.039055,1.034741,1.030374,1.025927,1.021448,1.016902,1.012330,1.007727,1.003104,0.998458,0.993794,0.989105,0.984437,0.979782,0.975152,0.970552,0.965991,0.961473,0.957025,0.952641,0.948341,0.944127,0.940012,0.936014,0.932134,0.928395,0.924799,0.921351,0.918075,0.914962,0.912048,0.909309,0.906778,0.904445,0.902325,0.900423,0.898753,0.897316,0.896110,0.895138,0.894416,0.893931,0.893702,0.893704,0.893958,0.894463,0.895218,0.896215,0.897459,0.898937,0.900644,0.902592,0.904758,0.907152,0.909764,0.912577,0.915600
0.911465,0.914871,0.918458,0.922214,0.926137,0.930197,0.934409,0.938753,0.943216,0.947801,0.952489,0.957263,0.962116,0.967052,0.972052,0.977095,0.982190,0.987300,0.992441,0.997569,1.002700,1.007812,1.012907,1.017954,1.022964,1.027903,1.032783,1.037593,1.042303,1.046920,1.051428,1.055825,1.060103,1.064246,1.068246,1.072110,1.075825,1.079384,1.082783,1.086022,1.089090,1.091987,1.094707,1.097258,1.099639,1.101834,1.103855,1.105703,1.107368,1.108855,1.110174,1.111320,1.112292,1.113100,1.113737,1.114210,1.114524,1.114665,1.114637,1.114458,1.114141,1.113659,1.113028,1.112244,1.111304,1.110225,1.109011,1.107651,1.106156,1.104532,1.102764,1.100857,1.098835,1.096671,1.094396,1.091980,1.089447,1.086804,1.084038,1.081147,1.078143,1.075024,1.071807,1.068480,1.065042,1.061508,1.057878,1.054154,1.050333,1.046423,1.042436,1.038360,1.034214,1.029995,1.025699,1.021347,1.016945,1.012477,1.007970,1.003422,0.998851,0.994251,0.989629,0.984988,0.980355,0.975714,0.971093,0.966495,0.961928,0.957404,0.952930,0.948513,0.944162,0.939901,0.935731,0.931656,0.927690,0.923849,0.920150,0.916590,0.913189,0.909950,0.906890,0.904007,0.901310,0.898808,0.896528,0.894446,0.892582,0.890951,0.889545,0.888370,0.887430,0.886729,0.886290,0.886083,0.886132,0.886413,0.886948,0.887718,0.888738,0.890007,0.891501,0.893231,0.895185,0.897377,0.899787,0.902401,0.905217,0.908244
0.903596,0.907005,0.910586,0.914347,0.918263,0.922327,0.926526,0.930853,0.935309,0.939870,0.944527,0.949286,0.954116,0.959025,0.963982,0.968994,0.974046,0.979122,0.984209,0.989307,0.994400,0.999473,1.004516,1.009514,1.014463,1.019365,1.024186,1.028925,1.033585,1.038142,1.042599,1.046942,1.051158,1.055244,1.059195,1.063000,1.066650,1.070149,1.073481,1.076669,1.079677,1.082527,1.085206,1.087708,1.090027,1.092181,1.094158,1.095962,1.097585,1.099035,1.100317,1.101429,1.102365,1.103143,1.103743,1.104186,1.104455,1.104568,1.104529,1.104330,1.103981,1.103479,1.102819,1.102025,1.101078,1.099991,1.098767,1.097413,1.095903,1.094271,1.092497,1.090611,1.088575,1.086429,1.084143,1.081745,1.079216,1.076580,1.073815,1.070951,1.067955,1.064856,1.061650,1.058342,1.054930,1.051413,1.047791,1.044088,1.040297,1.036422,1.032444,1.028394,1.024270,1.020077,1.015805,1.011483,1.007112,1.002687,0.998209,0.993698,0.989160,0.984594,0.979994,0.975400,0.970796,0.966212,0.961630,0.957078,0.952547,0.948064,0.943624,0.939254,0.934947,0.930722,0.926597,0.922573,0.918654,0.914871,0.911211,0.907709,0.904352,0.901170,0.898143,0.895301,0.892658,0.890219,0.887969,0.885932,0.884117,0.882522,0.881165,0.880034,0.879144,0.878492,0.878075,0.877910,0.877984,0.878311,0.878873,0.879675,0.880722,0.882013,0.883529,0.885286,0.887264,0.889467,0.891886,0.894511,0.897349,0.900377
0.895236,0.898641,0.902225,0.905971,0.909865,0.913915,0.918108,0.922420,0.926849,0.931392,0.936031,0.940754,0.945558,0.950429,0.955359,0.960330,0.965333,0.970365,0.975405,0.980454,0.985489,0.990506,0.995483,1.000435,1.005334,1.010158,1.014928,1.019613,1.024207,1.028699,1.033090,1.037363,1.041516,1.045539,1.049418,1.053161,1.056751,1.060178,1.063457,1.066572,1.069528,1.072318,1.074932,1.077373,1.079641,1.081736,1.083664,1.085404,1.086986,1.088395,1.089637,1.090701,1.091605,1.092330,1.092894,1.093299,1.093541,1.093627,1.093559,1.093335,1.092954,1.092425,1.091758,1.090932,1.089980,1.088889,1.087650,1.086277,1.084775,1.083130,1.081368,1.079462,1.077446,1.075294,1.073030,1.070631,1.068119,1.065472,1.062722,1.059861,1.056896,1.053815,1.050630,1.047330,1.043939,1.040446,1.036864,1.033179,1.029412,1.025549,1.021615,1.017587,1.013498,1.009324,1.005102,1.000811,0.996464,0.992076,0.987646,0.983169,0.978657,0.974126,0.969585,0.965026,0.960475,0.955926,0.951402,0.946882,0.942405,0.937955,0.933577,0.929252,0.925011,0.920830,0.916747,0.912783,0.908932,0.905200,0.901607,0.898153,0.894857,0.891719,0.888765,0.885981,0.883382,0.880987,0.878798,0.876812,0.875051,0.873511,0.872197,0.871122,0.870290,0.869671,0.869304,0.869170,0.869290,0.869651,0.870259,0.871092,0.872178,0.873482,0.875040,0.876807,0.878812,0.881030,0.883471,0.886115,0.888956,0.892001
0.886339,0.889753,0.893330,0.897073,0.900967,0.905000,0.909162,0.913452,0.917862,0.922384,0.926991,0.931686,0.936454,0.941282,0.946155,0.951084,0.956046,0.961034,0.966028,0.971016,0.975996,0.980939,0.985864,0.990745,0.995579,1.000348,1.005039,1.009647,1.014161,1.018593,1.022905,1.027100,1.031175,1.035123,1.038926,1.042598,1.046111,1.049481,1.052679,1.055726,1.058616,1.061328,1.063881,1.066260,1.068467,1.070507,1.072371,1.074070,1.075589,1.076948,1.078132,1.079148,1.079999,1.080683,1.081218,1.081582,1.081792,1.081848,1.081741,1.081487,1.081075,1.080532,1.079842,1.079008,1.078027,1.076917,1.075675,1.074291,1.072773,1.071137,1.069360,1.067466,1.065442,1.063297,1.061027,1.058643,1.056140,1.053518,1.050782,1.047935,1.044975,1.041920,1.038751,1.035480,1.032106,1.028649,1.025080,1.021423,1.017672,1.013850,1.009930,1.005945,1.001883,0.997762,0.993569,0.989316,0.985012,0.980657,0.976264,0.971834,0.967369,0.962889,0.958393,0.953893,0.949384,0.944884,0.940395,0.935934,0.931508,0.927123,0.922795,0.918534,0.914336,0.910226,0.906209,0.902300,0.898511,0.894849,0.891316,0.887927,0.884686,0.881618,0.878721,0.876004,0.873471,0.871142,0.869001,0.867091,0.865383,0.863911,0.862662,0.861639,0.860846,0.860292,0.859975,0.859906,0.860066,0.860472,0.861108,0.861991,0.863093,0.864452,0.866026,0.867832,0.869856,0.872100,0.874541,0.877205,0.880060,0.883109
